id,words
682,"['bravery', 'of', 'the', 'ignorant', 'i', 'suppose', ':', 'look', ',', 'i', 'do', ""n't"", 'know', 'who', 'you', 'think', 'you', 'are', ',', 'But', 'i', 'made', 'a', 'promise', 'to', 'find', 'your', 'leader', 'and', 'make', 'sure', 'he', 'faces', 'justice', '.', 'Whatever']"
683,"[""'m"", 'sure', 'n', 'voud', 'ffu', 'om', 'Police', 'officers', 'despise', 'the', 'leader', ',', 'but', 'not', 'nearly', 'as', 'much', 'as', 'you', 'do', '.', 'your']"
684,"['i', 'share', 'the', 'same', 'goal', 'to', 'find', 'the', 'leader', 'and', 'destroy', 'him', ':', 'What', '?']"
685,"['i', 'can', 'see', 'he', ""'s"", 'not', 'lying', 'so', 'even', 'the', 'assassins', 'do', 'nt', 'who', 'their', 'leader', 'is', '?']"
686,"[""'re"", 'a', 'police', 'officer', 'and', 'i', ""'m"", 'an', 'assassin', 'if', 'we', 'pool', 'our', 'resources', ',', 'we', 'might', 'actually', 'have', 'a', 'shot', 'at', 'finding', 'the', 'leader', '.', 'we']"
687,"['m', 'going', 'to', 'help', 'you', 'find', 'the', 'leader', 'and', 'in', 'exchange', ',', 'you', ""'re"", 'going', 'to', 'drop', 'that', 'gun', 'and', 'let', 'me', 'walk', 'free', ':', 'If', 'you', ""'re"", 'fool', 'enough', 'to', 'try', 'to', 'throw', 'me', 'in', 'jail', ',', 'you', 'wo', ""n't"", 'get', 'anything', 'out', 'of', 'me', 'besides', ',', 'either', 'way', 'i', ""'m"", 'going', 'to', 'escape', 'you', ""'re"", 'cuffed', 'with', 'a', 'gln', 'pointed', 'at', 'your', 'head', 'aw']"
688,"['the', 'leader', 'send', 'you', 'to', 'free', 'me', '?']"
689,"['will', 'prevent', 'him', 'from', 'infiltrating', 'the', 'castle', 'next', 'time', 'the', 'leader', 'did', ""n't"", 'send', 'his', 'most', 'infamous', 'assassin', 'there', 'for', 'nothing', 'it', 'was', 'a', 'calculated', 'risk', 'He', 'is', 'sending', 'us', 'a', 'message', ':', 'He', 'had', 'them', 'killed', 'before', 'they', 'could', 'reveal', 'anything', 'more', 'to', 'the', 'police', '.', 'his']"
690,"['leader', 'may', 'order', 'you', 'to', 'strike', 'but', 'there', ""'s"", 'not', 'a', 'shred', 'of', 'remorse', 'in', 'you', 'ps/']"
691,"['Whatever', 'the', 'leader', 'told', 'me', 'to', 'do', ',', 'i', 'did', 'it', '.', 'Ca']"
692,"['you', 'also', 'knew', 'i', 'could', ""n't"", 'ignore', 'the', 'leader', ""'s"", 'orders', '.', 'If']"
693,"['leader', 'is', 'pleased', 'with', 'your', 'work', 'from', 'yesterday', '.', 'those']"
694,"['other', 'assassin', 'has', 'ever', 'made', 'it', 'up', 'to', 'the', '15th', 'floor', 'and', 'back', 'alive', ':', 'once', 'again', ',', 'you', ""'ve"", 'proven', 'your', 'resourcefulness', 'and', 'reliability', 'the', 'leader', 'already', 'has', 'a', 'new', 'mission', 'for', 'you', ',', 'purple', 'hyacinth', '.', 'Already']"
695,"['The', 'leader', 'wants', 'you', 'to', 'find', 'the', 'traitors', 'hiding', 'under', 'the', 'name', 'of', 'lune', 'and', 'kill', 'them', 'The', 'leader', 'expects', 'results', 'shortly', 'purple', 'hyacinth', '.', 'shiri']"
696,"['is', 'the', 'leader', '?']"
697,"['with', 'robrenad', 'cap', 'whal', 'Weapon', 'operation', 'led', 'by', 'apostle', 'viy', 'the', 'leader', ""'"", 's', 'orders', 'objective', ':', 'weapons']"
698,"['th', 'vps', 'who', 'are', 'the', 'phantom', 'june', 'anonymou8', 'apoatlea', 'terrorists', ',', 'hlea', 'tbievee', ',', 'guppogedly', 'killer8', 'fighting', ""'"", 'better', 'an', 'announcing', 'themselves', 'thej', '=', 'viom', 'hierarchy', 'lilendale', '``', 'stazion', '=', 'traqedy', 'hietarc', 'hy', 'woung', 'considenne', 'the', 'mystoy', 'reporte', 'd', 'kows', 'surrouc', 'mixtidg', 'eoa', 'leader', ';', 'bellet', 'bad', '>', 'jusuce', ';', 'jured', 'recently', 'ievenge', '.', 'kepl']"
699,"['what', 'is', 'the', 'leader', 'planning', '?']"
700,"['the', 'leader', 'sent', 'you', 'here', 'to', 'kill', 'them', 'all', 'like', 'you', 'did', 'at', 'the', 'tower', '?']"
701,"['leader', 'did', ""n't"", 'put', 'me', 'here', 'simply', 'to', 'be', 'a', 'replacement', 'spy', 'What', 'do', 'you', 'mean', '?']"
702,"['if', 'him', 'breathing', 'down', 'my', 'neck', 'at', 'the', 'precinct', 'is', ""n't"", 'enough', ':', 'now', 'the', 'leader', 'is', 'Officially', 'after', 'us', '.', 'i']"
703,"[""'m"", 'supposed', 'to', 'find', 'and', 'kill', 'lune', ':', 'usually', 'when', 'i', 'receive', 'such', 'missions', ',', 'the', 'leader', 'expects', 'evidence', '.', 'And']"
704,"[""'s"", 'probably', 'here', 'to', 'report', 'a', 'new', 'kill', 'i', 'bet', 'he', 's', 'all', 'bark', 'and', 'no', 'bitei', 'he', 's', 'the', 'leaders', 'favorite', 'little', 'pet', 'his', 'personal', 'att', 'ack', 'dog', '!']"
705,"['brought', 'the', 'documents', 'the', 'leader', 'wanted', 'me', 'to', 'retrieve', '.', 'as']"
706,"['leader', 'will', 'be', 'pleased', 'to', 'hear', 'about', 'this', '.', 'Also']"
707,"['we', ""'ll"", 'be', 'in', 'contact', 'soon', ':', 'Well', ',', 'thank', 'you', 'for', 'the', 'kind', 'warning', ',', 'comrade', ':', 'But', 'honestly', 'who', 'would', 'be', 'reckless', 'enough', 'to', 'threaten', 'the', 'leader', ',', 'huh', '?']"
708,"['this', 'brings', 'the', 'police', 'or', 'the', 'leader', 'down', 'on', 'all', 'our', 'heads', ',', 'None', 'of', 'you', 'will', 'be', 'keeping', 'yours', '.', 'The']"
709,"['leader', 'has', 'already', 'gotten', 'purple', 'hyacinth', 'involved', 'who', 'knows', 'what', 'else', 'he', 'suspfcts', 'The', 'weapons', 'import', 'was', 'the', 'leader', ""'s"", 'plan', 'first', '.', 'You']"
710,"['leader', 'might', 'be', 'silent', ',', 'but', 'he', ""'s"", 'not', 'stupid', 'it', 'would', ""n't"", 'be', 'surprising', 'if', 'he', 'finds', 'out', 'sooner', 'than', 'later', 'and', 'then', 'we', ""'ll"", 'be', 'as', 'good', 'as', 'dead', '.', 'what']"
711,"['the', 'leader', 'knows', 'or', 'not', 'is', 'irrelevant', 'so', 'long', 'as', 'he', 'can', 'not', 'stop', 'us', 'netl', 'saen', 'scsbly', 'oblla', 'conp', 'bw', '/', 'hr', 'Lud', 'dd', 'e', 'this', 'secret', 'operation', 'was', 'a', 'high', 'risk', 'for', 'all', 'of', 'us', ',', 'especially', 'seven', '.', 'and']"
712,"['he', 'wo', ""n't"", 'act', 'until', 'he', 'has', 'gathered', 'all', 'the', 'necessary', 'assets', 'to', 'overthrow', 'the', 'royals', 'and', 'the', 'leader', '.', 'Sadl']"
713,"['anw', 'Delaying', 'things', 'only', 'gives', 'the', 'police', 'and', 'the', 'leader', 'more', 'time', 'to', 'figure', 'it', 'out', '!']"
714,"['now', 'he', ""'s"", 'giving', 'us', 'the', 'same', 'excuses', 'there', 'is', 'a', 'big', 'difference', 'betweeen', 'the', 'seven', 'and', 'the', 'leader', '.', 'our']"
715,"['just', 'wants', 'to', 'take', 'the', 'power', 'and', 'free', '4s', 'all', 'from', 'the', 'leader', ""'s"", 'empty', 'speeches', 'and', 'brutal', 'grip', '.', 'Clit']"
716,"['can', 'tell', 'the', 'leader', 'not', 'to', 'worry', ',', 'messenger', '.', 'You']"
717,"['way', 'to', 'get', 'to', 'the', 'leader', '.', 'and']"
718,"['leader', 'wants', 'you', 'to', 'find', 'the', 'traitors', 'hiding', 'under', 'the', 'name', 'of', 'lune', 'and', 'kill', 'them', '.', 'I']"
719,"['the', 'leader', 'and', 'destroy', 'him', '.', 'I']"
720,"['Killing', 'people', 'for', 'the', 'leader', 'is', 'much', 'more', 'lucrative', '.', 'and']"
721,"['bad', 'i', 'arrived', 'just', 'in', 'time', 'to', 'see', 'him', 'choke', 'on', 'his', 'blood', 'was', 'that', 'an', 'order', 'from', 'the', 'leader', '?']"
722,"['leader', 'will', 'probably', 'ask', 'me', 'to', 'finish', 'the', 'job', 'at', 'some', 'point', 'but', 'you', 'seem', 'very', 'eager', 'to', 'keep', 'her', 'alive', ':', 'how', 'useful', 'can', 'she', 'be', '?']"
723,"['what', 'you', 'want', 'Only', 'you', 'know', 'what', 'happens', 'to', 'people', 'who', 'disturb', 'the', 'leader', ""'s"", 'plans', '.', 'Aw']"
724,"[',', 'you', ""'ve"", 'been', 'actively', 'trying', 'to', 'unmask', 'the', 'leader', 'and', 'apostle', 'vi', '!']"
725,"['leader', 'himself', '.', 'why']"
726,"[',', 'the', 'leader', 'was', 'one', 'of', 'the', 'snapdragon', 'survivors', '.', 'And']"
727,"['they', 'survived', 'the', 'massacre', 'even', 'in', 'its', 'earliest', 'days', ',', 'the', 'people', 'to', 'know', 'the', 'leader', ""'s"", 'identity', 'were', 'extremely', 'rare', '.', 'And']"
728,"['already', 'knew', 'the', 'leader', 'was', 'after', 'them', ':', 'They', 'knew', 'who', 'he', 'is', '.', 'And']"
729,"['is', 'nt', 'lying', 'He', 'is', 'nt', 'lying', 'he', 'killed', 'my', 'parents', 'becalse', 'the', 'leader', 'ordered', 'him', 'to', '.', 'Because']"
730,"['some', 'point', ',', 'the', 'leader', ""'s"", 'goal', 'may', 'have', 'been', 'justified', 'but', 'i', ""'m"", 'afraid', 'what', 'comes', 'next', 'is', 'worse', 'than', 'anything', 'we', ""'ve"", 'seen', 'before', '.', 'So']"
731,"['leader', 'did', ""n't"", 'say', '.', 'maybe']"
732,"['leaders', 'closest', 'allies', 'how', 'how', '?']"
733,"['is', 'why', 'the', 'leader', 'has', 'always', 'been', 'so', 'unforgiving', 'of', 'the', 'people', 'who', 'want', 'to', 'abandon', 'the', 'ps', '.', 'do']"
734,"['the', 'secret', 'services', 'know', 'anything', 'about', 'the', 'leader', ""'s"", 'next', 'move', '?']"
735,"[',', 'the', 'leader', 'was', 'one', 'of', 'the', 'snapdragon', 'survivors', '.', 'do']"
736,"['pushed', 'the', 'man', 'before', 'the', 'leader', 'over', 'the', 'edge', ':', 'Is', 'that', 'why', 'my', 'parents', 'followed', 'him', '?']"
737,"['leader', 'wants', 'you', 'to', 'keep', 'an', 'eye', 'on', 'the', 'purple', 'hyacinth', '.', 'Keep']"
738,"['Th8p', 'Th0p', 'Did', 'the', 'leader', 'finally', 'decide', 'to', 'get', 'rid', 'of', 'me', '?']"
739,"[',', 'not', 'going', 'to', 'lie', ',', 'the', 'leader', 'is', 'starting', 'to', 'lose', 'his', 'patience', 'with', 'lune', '.', 'Who']"
740,"['my', 'parents', 'and', 'the', 'leader', 'must', 'have', 'escaped', 'cilklf', 'The', 'authorities', 'probably', 'did', ""n't"", 'have', 'their', 'names', '.', 'Since']"
741,"['they', 'were', ""n't"", 'as', 'supportive', 'of', 'the', 'leader', ""'s"", 'ideas', 'as', 'you', 'think', '.', 'But']"
742,"['that', ',', 'only', 'the', 'leader', 'himself', 'could', 'tell', 'Hey', 'whatever', 'your', 'parents', 'did', ',', 'it', 'changes', 'nothing', 'about', 'who', 'you', 'are', 'now', 'and', 'what', 'you', 'are', 'fighting', 'for', '.', 'you']"
743,"['think', 'you', 'can', 'stop', 'the', 'phantom', 'scythe', '?']"
744,"['phantom', 'scythe', 'has', 'dominated', 'our', 'city', 'for', 'the', 'past', 'decadei', 'It']"
745,"['shamei', 'for', 'all', 'we', 'know', ',', 'some', 'of', 'them', 'might', 'be', 'working', 'for', 'the', 'phantom', 'scythei', 'Are', 'nt', 'you', 'tired', 'of', 'being', 'afraid', 'to', 'leave', 'your', 'homes', '?']"
746,"[',', 'fellow', 'citizens', ',', 'if', 'we', 'truly', 'want', 'to', 'rid', 'ourselves', 'of', 'the', 'phantom', 'scythe', ',', 'we', 'must', 'unite', 'our', 'forces', 'and', 'not', 'give', 'way', 'to', 'such', 'discord', 'between', 'us', '!']"
747,"['mani', 'He', ""'s"", 'a', 'phantom', 'scythe', 'memberi', 'U', 'siri', 'Thank', 'you', 'so', 'much', ',', 'sir', '!']"
748,"['draw', 'attention', 'from', 'something', 'else', ':', 'l', 'like', 'involvement', 'with', 'the', 'phantom', 'scythe', '?']"
749,"['knew', 'there', 'were', 'two', 'flagrant', 'criminals', 'in', 'this', 'crowd', 'but', 'i', 'could', ""n't"", 'do', 'anything', 'about', 'it', 'they', ""'re"", 'right', 'the', 'police', 'are', 'powerless', 'the', 'phantom', 'scythe', ""'s"", 'members', 'walk', 'the', 'city', 'freely', 'knowing', 'we', ""'re"", 'too', 'scared', 'to', 'arrest', 'them', 'no', 'matter', 'how', 'fiercely', 'we', 'fight', 'they', ""'re"", 'always', 'one', 'step', 'ahead', '.', 'We']"
750,"[""'s"", 'exactly', 'what', 'the', 'phantom', 'scythe', 'is', 'spending', 'its', 'time', 'and', 'resources', 'you', 'know', ':', 'making', 'sure', 'that', 'the', 'apd', 'never', 'gets', 'past', 'those', 'dead', 'ends', 'look', ',', 'i', 'came', 'here', 'tonight', 'because', ':', 'i', 'know', 'you', ""'ve"", 'been', 'honest', 'with', 'me', 'i']"
751,"['know', ';', 'officer', 'it', ""'s"", 'not', 'all', 'rainbows', 'and', 'unicorns', 'in', 'the', 'phantom', 'scythe', 'it']"
752,"['do', ""n't"", 'want', 'to', 'be', 'mixed', 'up', 'in', 'any', 'of', 'your', 'shady', 'and', 'illegal', 'phantom', 'scythe', 'business', '.', 'investigation']"
753,"['you', 'should', 'also', 'remember', 'i', 'was', ""n't"", 'actually', 'trying', 'to', 'kill', 'you', ':', 'So', 'officer', ',', 'what', 'do', 'you', 'know', 'about', 'the', 'phantom', 'scythe', '?']"
754,"['four', 'of', 'which', 'are', 'the', 'surviving', 'originals', 'the', 'rest', 'of', 'the', 'first', 'round', 'were', 'either', 'assassinated', 'or', 'killed', 'themselves', 'and', 'i', 'gless', 'not', 'all', 'of', 'them', 'required', 'replacements', 'pelease', 'How', 'many', 'phantom', 'scythe', 'members', 'are', 'there', 'now', '?']"
755,"['phantom', 'scythe', ""'s"", 'first', 'public', 'act', 'of', 'terrorism', 'was', 'the', 'allendale', 'train', 'station', 'bombing', 'on', 'november', '13th', ',', 'xx17', '.', 'The']"
756,"['announcing', 'themselves', 'in', 'clear', 'opposition', 'to', 'the', 'monarchy', 'the', 'phantom', 'scythe', 'sent', 'a', 'very', 'strong', 'message', '.', 'they']"
757,"['they', ""'re"", 'trying', 'to', 'betray', 'the', 'phantom', 'scythe', '.', 'okay']"
758,"['know', 'there', ""'s"", 'an', 'illegal', 'weapons', 'import', 'ring', 'running', 'right', 'now', 'with', 'ties', 'to', 'the', 'phantom', 'scythe', 'it', ""'s"", 'directed', 'by', 'apostle', 'vi', '!']"
759,"['the', 'phantom', 'scythe', 'has', 'eyes', 'and', 'ears', 'everywhere', '?']"
760,"['if', 'it', ""'s"", 'a', 'trap', ',', 'laid', 'out', 'by', 'someone', 'from', 'the', 'phantom', 'scythe', '?']"
761,"['knows', 'he', ""'s"", 'a', 'crook', 'with', 'probable', 'ties', 'to', 'the', 'phantom', 'scythe', ':', 'his', 'wealth', 'protects', 'him', ',', 'but', 'this', 'time', 'there', ""'s"", 'not', 'enough', 'gold', 'in', 'the', 'world', 'to', 'bail', 'him', 'out', '.', 'it']"
762,"['we', ""'ve"", 'recently', 'taken', 'an', 'interest', 'in', 'your', 'illicit', 'extracurriculars', 'with', 'those', 'charming', 'phantom', 'scythe', 'fellows', '.', 'What']"
763,"['you', 'know', 'the', 'phantom', 'scythe', ',', 'you', 'must', 'know', 'that', 'no', 'one', 'tells', 'anyone', 'everything', '.', 'nobody']"
764,"['do', 'the', 'accounting', ',', 'i', 'have', 'no', 'idea', 'what', 'the', 'hell', 'those', 'guns', 'are', 'for', ':', 'The', 'phantom', 'scythe', 'keeps', 'promising', 'changes', ',', 'but', 'we', 'have', ""n't"", 'done', 'anything', 'major', 'in', 'years', '.', 'i']"
765,"['you', 'tell', 'us', 'about', 'your', 'business', 'with', 'the', 'phantom', 'scythe', '.', 'Hmm']"
766,"['at', 'least', 'your', 'communications', 'with', 'your', 'phantom', 'scythe', 'friends', 'to', 'add', 'to', 'the', 'alibi', ':', 'Perhaps', 'here', '?']"
767,"[""'m"", 'sure', 'it', ""'s"", 'some', 'sort', 'of', 'ex', 'phantom', 'scythe', 'member', 'trying', 'to', 'atone', '!']"
768,"['one', 'of', 'them', 'could', 'have', 'had', 'that', 'much', 'insight', 'into', 'the', 'phantom', 'scythe', ""'s"", 'operations', '!']"
769,"[',', 'kym', ',', 'please', 'stop', 'being', 'smart', 'Maybe', 'lune', 'is', 'a', 'rival', 'merchant', 'dealing', 'for', 'the', 'phantom', 'scythe', '!']"
770,"['is', 'your', 'role', 'in', 'the', 'phantom', 'scythe', ""'s"", 'weapons', 'operation', '?']"
771,"['of', 'the', 'many', 'that', 'the', 'phantom', 'scythe', 'constantly', 'sends', 'out', '.', 'what']"
772,"['phantom', 'Scythe', 'And']"
773,"[""'ve"", 'already', 'put', 'two', 'phantom', 'scythe', 'members', 'behind', 'bars', 'thanks', 'to', 'lune', '.', 'they']"
774,"[""'s"", 'not', 'far', 'from', 'one', 'of', 'the', 'phantom', 'scythe', ""'s"", 'favorite', 'hang', 'out', 'spots', ',', 'the', 'grim', 'goblin', ',', 'an', 'underground', 'tavern', '.', 'My']"
775,"['type', 'of', 'venom', 'is', 'extremely', 'rare', ',', 'but', 'i', ""'ve"", 'heard', 'about', 'such', 'murders', 'from', 'other', 'precincts', '.', 'phantom']"
776,"['are', ""n't"", 'the', 'only', 'know', 'it', 'all', 'in', 'the', 'phantom', 'scythe', ',', 'i', ""'m"", 'afraid', '.', 'what']"
777,"['There', ""'s"", 'a', 'file', 'on', 'him', 'in', 'flemming', ""'s"", 'room', ':', 'he', 'was', 'a', 'spy', 'for', 'the', 'phantom', 'scythe', '.', 'he']"
778,"['you', 're', 'with', 'the', 'phantom', 'scythe', '?']"
779,"['i', 'can', 'force', 'everthing', 'you', 'know', 'about', 'the', 'phantom', 'scythe', 'out', 'of', 'you', 'before', 'you', 'go', 'rot', 'in', 'jail', 'where', 'you', 'belong', '.', 'So']"
780,"['i', 'like', 'your', 'optimism', 'do', ""n't"", 'worry', 'i', ""'m"", 'not', 'part', 'of', 'the', 'phantom', 'scythe', '.', 'But']"
781,"['can', 'provide', 'you', 'with', 'information', 'on', 'the', 'phantom', 'scythe', ""'s"", 'operations', 'that', 'no', 'police', 'officer', 'could', 'ever', 'get', 'their', 'hands', 'on', 'you', 'can', 'give', 'me', 'that', 'same', 'information', 'on', 'the', 'police', 'department', ',', 'or', 'in', 'the', 'unlikely', 'event', 'your', 'peers', 'find', 'anything', 'and', ',', 'if', 'anything', 'goes', 'wrong', ',', 'yol', 'can', 'provide', 'me', 'with', 'the', 'perfect', 'alibi', '!']"
782,"['tr', 'Thtte', 'Thmmp', 'cwlr', '|', 'g10', '{', 'Hraahh', 'ump', 'Stwbe', 'Dip', 'cit', 'Clv', 'clmrk', 'Curk', 'k', 'hhypk', 'Cywy', 'Kh', 'Clav', 'Schv', 'you', ""'re"", 'with', 'the', 'phantom', 'scythe', '!']"
783,"['is', 'goin', 'the', 'purple', 'hyacinth', 'has', 'struck', 'againi', 'every', 'phantom', 'scythe', 'member', 'lune', 'exposed', 'is', 'dead', 'it', ""'s"", 'already', 'all', 'over', 'the', 'papers', 'everyone', '.', 'but']"
784,"['phantom', 'scythe', 'has', 'been', 'growing', 'increasingly', 'active', 'for', 'while', 'now', '.', 'the']"
785,"['have', 'always', 'known', 'that', 'such', 'a', 'catastrophe', 'is', 'bound', 'to', 'recur', 'so', 'long', 'as', 'the', 'phantom', 'scythe', 'remains', 'undefeated', '.', 'no']"
786,"['Last', 'night', ',', 'the', 'tower', 'of', 'ardhalis', 'was', 'the', 'scene', 'of', 'a', 'terrible', 'tragedy', 'orchestrated', 'by', 'the', 'phantom', 'scythe', '.', 'l']"
787,"['four', 'were', 'threats', 'to', 'the', 'prosperity', 'of', 'the', 'phantom', 'scythe', ',', 'and', 'needed', 'to', 'be', 'eliminated', 'as', 'soon', 'as', 'possible', '.', 'Of']"
788,"['lune', ""'"", 'may', 'have', 'helped', 'us', 'find', 'some', 'phantom', 'scythe', 'members', 'but', 'they', 'will', 'not', 'undermine', 'the', 'investigation', 'unit', 'any', 'longer', '!']"
789,"['knows', 'the', 'inner', 'workings', 'of', 'both', 'the', 'police', ':', 'And', 'the', 'phantom', 'scythe', '.', 'they']"
790,"[""'re"", 'associated', 'with', 'the', 'phantom', 'scythe', ':', 'Whoever', 'they', 'are', ',', 'they', 'can', 'not', 'be', 'trusted', '.', 'i']"
791,"['he', 'ever', 'concerned', 'about', 'being', 'targeted', 'by', 'the', 'phantom', 'scythe', '?']"
792,"['had', 'no', 'idea', 'the', 'phantom', 'scythe', 'could', 'know', 'who', 'he', 'was', '.', 'or']"
793,"['would', 'do', 'this', 'to', 'him', ':', 'Indeed', 'nobody', 'outside', 'the', 'phantom', 'scythe', 'know', 'for', 'slre', ':', 'what', 'she', 'doing', '?']"
794,"['second', 'mentioned', 'the', 'phantom', 'scythe', 'your', 'breathing', 'changed', 'your', 'pupils', 'dilated', 'you', 'stopp', 'making', 'eye', 'contact', 'now', 'stop', 'plfase', '.', 'could']"
795,"['have', 'no', 'connection', 'to', 'the', 'phantom', 'scythe', '!']"
796,"['s', 'lying', 'he', 's', 'part', 'of', 'the', 'phantom', 'scythei', 'and', 'the', 'allendale', 'train', 'station', 'tragedy', 'g0']"
797,"['i', 'know', 'an', 'assassin', 'from', 'the', 'phantom', 'scythe', 'cowgh', 'Not', 'just', 'any', 'assassin', '.', 'you']"
798,"[""'s"", 'no', 'surprise', 'that', 'the', 'phantom', 'scythe', 'targeted', 'them', 'both', 'But']"
799,"['you', 'know', 'anyone', 'outside', 'the', 'phantom', 'scythe', 'who', 'can', 'forge', 'identities', '?']"
800,['phantom']
801,"['my', 'parents', 'were', ""n't"", 'random', '``', 'in', 'the', 'eyes', 'of', 'the', 'phantom', 'scythe', ':', 'Their', 'death', 'was', 'planned', '.', 'they']"
802,"['their', 'driver', 'Gptp', 'How', 'long', 'had', 'he', 'been', 'part', 'of', 'the', 'phantom', 'scythe', '?']"
803,"['phantom', 'scythe', 'were', 'the', 'first', 'revolutionary', 'group', 'to', 'be', 'publically', 'known', 'for', 'defending', 'such', 'goals', '.', 'x14']"
804,"['this', 'be', 'linked', 'to', 'the', 'phantom', 'scythe', '?']"
805,"['if', 'the', 'snapdragon', 'were', 'some', 'kind', 'of', 'rival', 'group', 'so', 'the', 'phantom', 'scythe', 'eradicated', 'them', '?']"
806,"['through', 'the', 'backdoor', 'and', 'the', 'guard', 'knows', 'them', ':', 'tholght', 'a', 'high', 'class', 'restalrant', 'was', 'a', 'weird', 'choice', 'for', 'a', 'phantom', 'scythe', 'rendezvous', '.', 'ceak']"
807,"['calght', 'on', 'that', 'i', 'was', 'lying', 'during', 'the', 'interrogation', 'And', 'somehow', 'guessed', 'my', 'involvement', 'with', 'the', 'phantom', 'scythe', 'and', 'allendale', 'train', 'station', '.', 'crap']"
808,"['were', 'only', 'two', 'phantom', 'scythe', 'members', 'in', 'there', 'besides', 'me', '.', 'Robin']"
809,"['gdak', 'Messenger', 'iv', 'phantom', 'scythe', 'the', 'targets', ',', 'de', 'la', 'rocca', 'and', 'grayson', 'were', 'eliminated', 'tonight', '.', 'i']"
810,"['the', 'phantom', 'scythe', 'and', 'the', 'police', 'are', 'out', 'for', 'blood', '.', 'even']"
811,"['way', 'we', ""'ve"", 'responded', 'to', 'the', 'phantom', 'scythe', 'over', 'the', 'past', 'decade', 'is', 'just', 'as', 'egregious', 'as', 'how', 'we', ""'ve"", 'failed', 'to', 'deal', 'with', 'the', 'injustices', 'constantly', 'perpetrated', 'in', 'our', 'city', 'the', 'current', 'structure', 'is', 'far', 'from', 'perfect', '.', 'it']"
812,"['think', 'so', 'there', 'were', 'only', 'two', 'phantom', 'scythe', 'members', 'in', 'there', 'besides', 'me', '.', 'Robin']"
813,"['i', ""'m"", 'not', 'out', 'there', 'spying', 'on', 'the', 'phantom', 'scythe', 'investigations', '.', 'On']"
814,"['one', 'ever', 'checks', 'them', 'after', 'the', 'phantom', 'scythe', 'thrives', 'on', 'abandoned', 'places', 'and', 'people', '.', 'so']"
815,"['looking', ',', 'at', 'the', 'very', 'least', 'Any', 'other', 'specific', 'phantom', 'scythe', 'halnts', '?']"
816,"['phantom', 'scythe', 'resorted', 'to', 'violence', 'to', 'be', 'heard', '.', 'What']"
817,"['to', 'think', 'we', 'could', 'stop', 'the', 'phantom', 'scythe', 'Let', 'alone', 'a', 'civil', 'revolution', 'on', 'our', 'own', '!']"
818,"[""'s"", 'been', 'in', 'the', 'phantom', 'scythe', 'since', 'its', 'early', 'days', ',', 'was', 'a', 'bomber', 'at', 'allendale', '.', 'apart']"
819,"['a', 'couple', 'of', 'days', 'ago', 'i', 'discovered', 'a', 'protest', 'grolp', 'they', 'predated', 'the', 'phantom', 'scythe', '.', 'the']"
820,"['They', 'predated', 'the', 'phantom', 'scythe', 'so']"
821,"['most', 'powerful', 'weapon', 'in', 'the', 'phantom', 'scythe', ""'s"", 'arsenal', '.', 'Responsible']"
822,"['#', 'c', ""'"", 'when', 'yol', 'have', 'such', 'dangerous', 'members', 'of', 'the', 'phantom', 'scythe', 'around', 'it', ""'s"", 'hard', 'to', 'remember', 'not', 'everyone', 'is', 'that', 'extreme', 'of', 'a', 'threat', '.', 'x']"
823,"['kids', 'i', 'could', 'have', 'been', 'one', 'of', 'them', ':', 'I', 'was', 'sent', 'on', 'path', 'that', 'is', 'much', 'worse', 'thanks', 'to', 'the', 'phantom', 'scythe', 'but', 'now', 'i', 'have', 'an', 'apartment', ',', 'nice', 'clothes', 'and', 'more', 'money', 'than', 'i', 'need', '.', 'I']"
824,"['their', 'claims', 'are', 'pretty', 'close', 'to', 'the', 'phantom', 'scythe', ""'s"", '.', 'murders']"
825,"['crown', ""'s"", 'coffers', 'aren', ""'"", 'bottomless', 'neither', 'is', 'the', 'peoples', 'patience', 'the', 'phantom', 'scythe', ""'s"", 'ranks', 'are', 'growing', 'by', 'the', 'day', ',', 'lizbeth', '.', 'olr']"
826,"['king', 'philip', 'has', 'to', 'open', 'his', 'eyes', 'before', 'the', 'phantom', 'scythe', 'shuts', 'them', 'forever', '.', 'Is']"
827,"['knew', 'nothing', 'of', 'the', 'phantom', 'scythe', ',', 'but', 'our', 'mutual', 'friend', 'dragged', 'me', 'into', 'it', 'i', 'owed', 'tim', 'sake', 'a', 'favor', 'and', 'before', 'i', 'knew', 'what', 'i', 'was', 'getting', 'myself', 'into', 'i', 'was', 'a', 'prisoner', 'in', 'their', 'claws', 'they', 'had', 'too', 'much', 'against', 'me', 'but', 'a', 'few', 'weeks', 'ago', 'Everything', 'changed', 'i', 'have', 'nothing', 'left', 'to', 'lose', 'now', '.', 'Betraying']"
828,"['phantom', 'scythe', 'ordered', 'you', 'to', 'kill', 'them', '?']"
829,"['phantom', 'scythe', 'was', 'involved', 'somehow', '.', 'Getting']"
830,"['phantom', 'scythe', 'killed', 'them', 'all', '?']"
831,"['i', 'thought', 'the', 'phantom', 'scythe', 'was', 'some', 'sort', 'of', 'rival', 'group', '.', 'the']"
832,"['phantom', 'scythe', 'is', 'the', 'snapdragon', '.', 'Or']"
833,"['yourself', ',', 'what', 'could', 'turn', 'a', 'peaceful', 'group', 'like', 'that', 'into', 'something', 'like', 'the', 'phantom', 'scythe', '?']"
